medianrunlength,medianruntime,adjusted_medianruntime,capped,Solution,novnoise,nvars,nclauses,vars-clauses-ratio,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-max,VCG-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-max,BINARY+,TRINARY+,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_BestStep_Mean,saps_BestStep_CoeffVariance,saps_AvgImproveToBest_Mean,saps_AvgImproveToBest_CoeffVariance,saps_FirstLMRatio_Mean,saps_FirstLMRatio_CoeffVariance,saps_BestCV_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_BestStep_Mean,gsat_BestStep_CoeffVariance,gsat_AvgImproveToBest_CoeffVariance,gsat_BestCV_Mean,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars
369887,0.29,0.264406327,0,1,50,600,2550,0.235294118,0.001176471,0.010588235,2.66582155,0.005,0,0.005,0,0.499869281,0.172435056,0.857142857,0,1,0.391527602,0,0.00627451,2.28898954,0.492156863,0.009811765,0.274530007,0.002352941,0,0.003333333,0.255,20.9948823,0.479373575,348.218014,0.231310871,0.900270901,0.242904565,0.855815072,0.031827553,0.317307083,16.9761905,0.213320063,1087.07619,0.322868274,0.300722298,0.361857665,0.307945909,0.529146258
139712,0.1,0.112474862,0,1,60,600,2550,0.235294118,0.001176471,0.010588235,2.66582155,0.005,0,0.005,0,0.499869281,0.172435056,0.857142857,0,1,0.391527602,0,0.00627451,2.28898954,0.492156863,0.009811765,0.274530007,0.002352941,0,0.003333333,0.255,20.9948823,0.479373575,348.218014,0.231310871,0.900270901,0.242904565,0.855815072,0.031827553,0.317307083,16.9761905,0.213320063,1087.07619,0.322868274,0.300722298,0.361857665,0.307945909,0.529146258
1405607537,900.01,962.2558515,1,1,10,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
158123913,109.9,114.2664912,0,1,20,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
31603273,21.75,21.75250076,0,1,30,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
272831477,186.92,168.251641,0,1,40,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
302691,0.23,0.207959586,0,1,50,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
7807549,6.2,6.411144112,0,1,60,750,3187,0.235331032,0.001255099,0.008471917,2.66047914,0.004,0,0.004,0,0.492730886,0.178774657,1,0,1,0.404289624,0,0.004706621,2.30755336,0.486037025,0.007857755,0.274831071,0.002196423,0,0.001333333,0.034666667,25.3974122,0.241006247,445.885397,0.225667728,0.872645549,0.206507754,0.855283336,0.028326035,0.316270918,20.2628205,0.230534252,1568.04487,0.32764353,0.344374179,0.372512308,0.302906572,0.498475489
4527877,89.19,88.63764853,0,1,10,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
3739679,74.99,75.10149613,0,1,20,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
3044037,60.94,61.78151448,0,1,30,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
1147942,22.8,23.24475043,0,1,40,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
3706338,73.75,74.79845008,0,1,50,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
19014075,381.32,383.4333219,0,1,60,97,8603,0.011275137,0.064396141,0.079274672,3.95027771,0.072164949,0,0.072164949,0,0.312532173,0.027291209,0.120521173,0,0,0.176191784,0.002092293,0.005579449,3.00462639,0.053934674,0.011158898,0,0.011158898,0,0,0.298969072,11.1239437,0.24393295,31.1535211,0.30124226,1.9369856,0.285990861,0.877732857,0.084720838,0.207328224,10.9040512,0.250938586,40.4658849,0.489362272,0.417505903,0.209067772,0.6659938,0.748282058
1409878471,900.01,996.6284694,1,1,10,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
8652880,5.98,5.970196213,0,1,20,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
9987293,6.48,7.055410225,0,1,30,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
242697,0.16,0.169714028,0,1,40,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
304497,0.23,0.234319305,0,1,50,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
75004,0.06,0.058578889,0,1,60,550,2337,0.235344459,0.000855798,0.011981172,2.69662329,0.005454545,0,0.005454545,0,0.499643417,0.192099046,1,0,1,0.406399211,0,0.006418485,2.33683583,0.492511767,0.010596336,0.284362854,0.001711596,0,0,0.056363636,17.7536071,0.293867297,317.896781,0.219422244,0.902714178,0.207879049,0.855714785,0.033679224,0.331090427,14.625,0.256572104,969.948529,0.366223225,0.38399117,0.371965755,0.311679786,0.538830583
1481510403,900.01,990.9655897,1,1,10,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
1407884357,900.01,998.3473137,1,1,20,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
314575279,209.78,233.2246539,0,1,30,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
14852815,10.13,10.87546258,0,1,40,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
808673,0.6,0.620146104,0,1,50,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
31701,0.03,0.02567968,0,1,60,750,3187,0.235331032,0.001255099,0.008158142,2.66979561,0.004,0,0.004,0,0.497960464,0.174463263,0.818181818,0,1,0.385524655,0.000313775,0.00533417,2.31339914,0.510197678,0.007864449,0.276208981,0.002510198,0,0.001333333,0.030666667,24.2160149,0.510488415,454.38175,0.218586834,0.865436849,0.253535059,0.850490359,0.031419879,0.332918514,18.4754098,0.218974009,1627.39344,0.315377675,0.355968876,0.382899584,0.297055233,0.475865953
46256635,900.01,907.2596842,1,1,10,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
1833972,36.16,36.01743946,0,1,20,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
8446951,165.52,165.9649285,0,1,30,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
6343311,123.29,124.6303515,0,1,40,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
17596468,343.43,345.5437122,0,1,50,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
13398308,262.67,264.3133495,0,1,60,85,7539,0.011274705,0.076667993,0.087677411,3.79611445,0.082352941,1.69E-16,0.082352941,0,0.310746025,0.027359618,0.110062893,0,0,0.177705041,0.002652872,0.007295397,2.92111624,0.053057435,0.011142061,0,0.011142061,0,0,0.270588235,10.1238779,0.256820374,26.9467385,0.309036001,1.9620175,0.296555259,0.877421251,0.091598397,0.205966558,9.83165599,0.262313575,35.3888381,0.526402291,0.428909249,0.21469201,0.667321531,0.764155096
122916147,900.01,906.5816038,1,1,10,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
15985909,119.17,120.4547331,0,1,20,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
12375145,93.19,94.72634931,0,1,30,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
9742861,73.77,73.76373011,0,1,40,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
51947307,390.77,399.4625393,0,1,50,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
119573150,900.01,919.5105352,1,1,60,140,6202,0.022573363,0.03627862,0.050790068,3.81583511,0.042857143,0,0.042857143,0,0.312372353,0.040096261,0.185483871,0,0,0.184591262,0.001773621,0.006449532,2.92358611,0.102225089,0.022412125,0,0.022412125,0,0,0.342857143,13.604267,0.232298985,54.5354439,0.278774038,1.61876073,0.254921214,0.867065339,0.070801201,0.222701401,13.342386,0.232410755,77.0649855,0.473512532,0.412931647,0.223492571,0.597375275,0.702576762
836932,16.25,16.36582647,0,1,10,85,7539,0.011274705,0.075474201,0.09059557,3.91643573,0.082352941,1.69E-16,0.082352941,0,0.311238702,0.029769943,0.146417445,0,0,0.18178963,0.002122297,0.006366892,3.0304783,0.054914445,0.011142061,0,0.011142061,0,0,0.188235294,10.0527564,0.256000489,26.611144,0.298036164,1.9820196,0.293505117,0.879395542,0.089192227,0.206026397,9.60630631,0.280096274,33.8108108,0.496803202,0.406851519,0.21797321,0.669019608,0.750890981
1216006,23.6,23.69873906,0,1,20,85,7539,0.011274705,0.075474201,0.09059557,3.91643573,0.082352941,1.69E-16,0.082352941,0,0.311238702,0.029769943,0.146417445,0,0,0.18178963,0.002122297,0.006366892,3.0304783,0.054914445,0.011142061,0,0.011142061,0,0,0.188235294,10.0527564,0.256000489,26.611144,0.298036164,1.9820196,0.293505117,0.879395542,0.089192227,0.206026397,9.60630631,0.280096274,33.8108108,0.496803202,0.406851519,0.21797321,0.669019608,0.750890981
3535179,68.55,69.56138211,0,1,30,85,7539,0.011274705,0.075474201,0.09059557,3.91643573,0.082352941,1.69E-16,0.082352941,0,0.311238702,0.029769943,0.146417445,0,0,0.18178963,0.002122297,0.006366892,3.0304783,0.054914445,0.011142061,0,0.011142061,0,0,0.188235294,10.0527564,0.256000489,26.611144,0.298036164,1.9820196,0.293505117,0.879395542,0.089192227,0.206026397,9.60630631,0.280096274,33.8108108,0.496803202,0.406851519,0.21797321,0.669019608,0.750890981
9002926,175.46,177.1706386,0,1,40,85,7539,0.011274705,0.075474201,0.09059557,3.91643573,0.082352941,1.69E-16,0.082352941,0,0.311238702,0.029769943,0.146417445,0,0,0.18178963,0.002122297,0.006366892,3.0304783,0.054914445,0.011142061,0,0.011142061,0,0,0.188235294,10.0527564,0.256000489,26.611144,0.298036164,1.9820196,0.293505117,0.879395542,0.089192227,0.206026397,9.60630631,0.280096274,33.8108108,0.496803202,0.406851519,0.21797321,0.669019608,0.750890981
